ppms,values
-0.7176190152083874,315.8125
-0.7171299618996123,-227.6171875
-0.7166409085908372,243.3125
-0.716151855282062,-76.69921875
-0.7156628019732869,-329.21484375
-0.7151737486645118,-308.59765625
-0.7146846953557366,125.26171875
-0.7141956420469615,-597.70703125
-0.7137065887381864,-177.1953125
-0.7132175354294112,223.98828125
-0.7127284821206361,-329.92578125
-0.712239428811861,-64.671875
-0.7117503755030858,-327.12890625
-0.7112613221943107,-334.1640625
-0.7107722688855356,460.8359375
-0.7102832155767604,-594.2421875
-0.7097941622679853,136.609375
-0.7093051089592102,-73.55859375
-0.708816055650435,171.16015625
-0.7083270023416599,-339.78515625
-0.7078379490328848,-112.37890625
-0.7073488957241096,62.296875
-0.7068598424153345,200.640625
-0.7063707891065594,-27.75
-0.7058817357977842,-309.90234375
-0.7053926824890091,-919.03125
-0.704903629180234,395.83203125
-0.7044145758714588,223.578125
-0.7039255225626837,-499.16796875
-0.7034364692539086,13.55859375
-0.7029474159451334,66.296875
-0.7024583626363583,69.7734375
-0.7019693093275832,-328.58984375
-0.701480256018808,-55.91015625
-0.7009912027100329,34.3984375
-0.7005021494012578,275.8046875
-0.7000130960924826,194.296875
-0.6995240427837075,-33.13671875
-0.6990349894749324,-157.8828125
-0.6985459361661572,-204.9296875
-0.6980568828573821,-317.43359375
-0.697567829548607,363.1484375
-0.6970787762398318,-85.796875
-0.6965897229310567,-322.58203125
-0.6961006696222816,-144.5
-0.6956116163135064,-196.390625
-0.6951225630047313,-515.96875
-0.6946335096959562,-38.48046875
-0.694144456387181,203.29296875
-0.6936554030784059,-379.671875
-0.6931663497696308,-824.01171875
-0.6926772964608556,-118.23046875
-0.6921882431520805,-20.28515625
-0.6916991898433054,770.41015625
-0.6912101365345302,-233.8984375
-0.6907210832257551,-134.1796875
-0.69023202991698,-19.8671875
-0.6897429766082048,247.64453125
-0.6892539232994297,-371.59375
-0.6887648699906546,-384.6015625
-0.6882758166818794,168.95703125
-0.6877867633731043,413.625
-0.6872977100643292,-284.3671875
-0.686808656755554,-158.27734375
-0.6863196034467789,-19.16015625
-0.6858305501380038,100.125
-0.6853414968292286,30.75
-0.6848524435204535,184.1328125
-0.6843633902116784,-130.8203125
-0.6838743369029032,-162.1953125
-0.6833852835941281,-614.9140625
-0.682896230285353,-6.51953125
-0.6824071769765778,-42.91796875
-0.6819181236678027,-158.03125
-0.6814290703590276,-220.28125
-0.6809400170502524,-502.73828125
-0.6804509637414773,-311.5859375
-0.6799619104327022,-337.5859375
-0.679472857123927,-104.19140625
-0.6789838038151519,113.63671875
-0.6784947505063768,339.41796875
-0.6780056971976016,64.30859375
-0.6775166438888265,-130.53515625
-0.6770275905800514,-406.1015625
-0.6765385372712762,-165.140625
-0.6760494839625011,302.9609375
-0.675560430653726,-572.1953125
-0.6750713773449508,-187.0
-0.6745823240361757,-548.19140625
-0.6740932707274006,-352.31640625
-0.6736042174186254,-11.3828125
-0.6731151641098503,-153.96484375
-0.6726261108010751,-657.71875
-0.6721370574923,-120.3828125
-0.6716480041835249,-359.83203125
-0.6711589508747497,-279.46875
-0.6706698975659746,-228.78125
-0.6701808442571995,247.38671875
-0.6696917909484243,-104.1328125
-0.6692027376396492,-462.08984375
-0.6687136843308741,3.19140625
-0.668224631022099,-196.61328125
-0.6677355777133238,63.21484375
-0.6672465244045487,-396.38671875
-0.6667574710957735,45.68359375
-0.6662684177869984,-171.66796875
-0.6657793644782233,-24.80078125
-0.6652903111694481,-497.34375
-0.664801257860673,-561.30078125
-0.6643122045518979,-455.734375
-0.6638231512431227,-378.203125
-0.6633340979343476,347.91796875
-0.6628450446255725,-321.76171875
-0.6623559913167973,-365.18359375
-0.6618669380080222,-124.98046875
-0.6613778846992471,-335.484375
-0.6608888313904719,249.29296875
-0.6603997780816968,-508.0
-0.6599107247729217,-265.90625
-0.6594216714641465,-256.484375
-0.6589326181553714,-368.39453125
-0.6584435648465963,-20.65234375
-0.6579545115378211,-71.34765625
-0.657465458229046,206.75390625
-0.6569764049202709,-18.0390625
-0.6564873516114957,241.75
-0.6559982983027206,-126.62890625
-0.6555092449939455,281.1015625
-0.6550201916851703,-21.01953125
-0.6545311383763952,-17.4296875
-0.6540420850676201,-230.25
-0.6535530317588449,-814.34375
-0.6530639784500698,38.203125
-0.6525749251412947,-168.64453125
-0.6520858718325195,-133.453125
-0.6515968185237444,-386.0546875
-0.6511077652149693,-586.8984375
-0.6506187119061941,-308.73828125
-0.650129658597419,-317.265625
-0.6496406052886439,-33.53515625
-0.6491515519798687,47.85546875
-0.6486624986710936,299.75390625
-0.6481734453623185,-163.890625
-0.6476843920535433,-461.2578125
-0.6471953387447682,353.875
-0.6467062854359931,-421.90234375
-0.6462172321272179,260.88671875
-0.6457281788184428,90.0078125
-0.6452391255096677,-29.75390625
-0.6447500722008925,-510.9453125
-0.6442610188921174,-271.48828125
-0.6437719655833423,-10.1953125
-0.6432829122745671,-328.15234375
-0.642793858965792,-257.015625
-0.6423048056570169,-729.9375
-0.6418157523482417,23.44140625
-0.6413266990394666,-252.4140625
-0.6408376457306915,-571.140625
-0.6403485924219163,-757.75
-0.6398595391131412,-70.4921875
-0.6393704858043661,-164.24609375
-0.6388814324955909,-146.76171875
-0.6383923791868158,423.66015625
-0.6379033258780407,-207.796875
-0.6374142725692655,-135.9765625
-0.6369252192604904,-253.828125
-0.6364361659517153,-149.66796875
-0.6359471126429401,-258.5234375
-0.635458059334165,-376.8984375
-0.6349690060253899,69.265625
-0.6344799527166147,-147.30078125
-0.6339908994078396,35.5625
-0.6335018460990645,-165.56640625
-0.6330127927902893,-172.2421875
-0.6325237394815142,-33.2421875
-0.6320346861727391,55.40234375
-0.6315456328639639,12.66015625
-0.6310565795551888,268.95703125
-0.6305675262464137,190.0859375
-0.6300784729376385,23.56640625
-0.6295894196288634,-248.23046875
-0.6291003663200883,149.40625
-0.6286113130113131,-283.5
-0.628122259702538,196.54296875
-0.6276332063937629,-148.16796875
-0.6271441530849877,-227.52734375
-0.6266550997762126,103.15625
-0.6261660464674375,-221.3359375
-0.6256769931586623,-122.5703125
-0.6251879398498872,-37.32421875
-0.624698886541112,46.23828125
-0.6242098332323369,-21.14453125
-0.6237207799235618,153.2265625
-0.6232317266147867,449.15625
-0.6227426733060115,-817.62890625
-0.6222536199972364,-620.203125
-0.6217645666884613,-176.38671875
-0.6212755133796861,-113.828125
-0.620786460070911,256.05859375
-0.6202974067621359,-39.62890625
-0.6198083534533607,-244.5078125
-0.6193193001445856,-333.4765625
-0.6188302468358104,122.796875
-0.6183411935270353,12.81640625
-0.6178521402182602,97.39453125
-0.617363086909485,144.921875
-0.6168740336007099,419.9453125
-0.6163849802919348,-224.56640625
-0.6158959269831596,-416.765625
-0.6154068736743845,-546.4375
-0.6149178203656094,-446.76171875
-0.6144287670568342,-206.83203125
-0.6139397137480591,-889.47265625
-0.613450660439284,-250.03515625
-0.6129616071305088,-204.6015625
-0.6124725538217337,-251.22265625
-0.6119835005129586,-237.47265625
-0.6114944472041834,-37.46484375
-0.6110053938954083,92.2421875
-0.6105163405866332,364.61328125
-0.610027287277858,73.66796875
-0.6095382339690829,-82.1484375
-0.6090491806603078,-164.26953125
-0.6085601273515326,387.875
-0.6080710740427575,-83.0078125
-0.6075820207339824,-172.41796875
-0.6070929674252072,-252.875
-0.6066039141164321,-127.0546875
-0.606114860807657,-186.34375
-0.6056258074988818,-152.98046875
-0.6051367541901067,-98.89453125
-0.6046477008813316,165.796875
-0.6041586475725564,-409.29296875
-0.6036695942637813,-415.16796875
-0.6031805409550062,-73.85546875
-0.602691487646231,-181.7421875
-0.6022024343374559,-31.1796875
-0.6017133810286808,197.02734375
-0.6012243277199056,65.77734375
-0.6007352744111305,-703.2734375
-0.6002462211023554,43.66796875
-0.5997571677935802,-170.19140625
-0.5992681144848051,-78.796875
-0.59877906117603,-300.0078125
-0.5982900078672548,-57.48046875
-0.5978009545584797,-341.47265625
-0.5973119012497046,-49.84765625
-0.5968228479409294,-435.94921875
-0.5963337946321543,246.234375
-0.5958447413233792,-162.12890625
-0.595355688014604,-124.04296875
-0.5948666347058289,94.98046875
-0.5943775813970538,-93.03515625
-0.5938885280882786,19.08203125
-0.5933994747795035,40.5546875
-0.5929104214707284,-124.55859375
-0.5924213681619532,153.03125
-0.5919323148531781,-283.203125
-0.591443261544403,-259.375
-0.5909542082356278,623.15625
-0.5904651549268527,-128.97265625
-0.5899761016180776,-378.0703125
-0.5894870483093024,-120.54296875
-0.5889979950005273,222.51171875
-0.5885089416917522,-607.39453125
-0.588019888382977,17.59375
-0.5875308350742019,65.55078125
-0.5870417817654268,-27.46875
-0.5865527284566516,-11.0625
-0.5860636751478765,-153.98046875
-0.5855746218391014,93.36328125
-0.5850855685303262,-440.015625
-0.5845965152215511,397.61328125
-0.584107461912776,50.01953125
-0.5836184086040008,280.80859375
-0.5831293552952257,-41.71875
-0.5826403019864506,170.3203125
-0.5821512486776754,-297.484375
-0.5816621953689003,-16.671875
-0.5811731420601252,249.2421875
-0.58068408875135,164.34375
-0.5801950354425749,307.26171875
-0.5797059821337998,167.2578125
-0.5792169288250246,-382.8828125
-0.5787278755162495,-234.96484375
-0.5782388222074744,181.77734375
-0.5777497688986992,130.90625
-0.5772607155899241,234.84765625
-0.576771662281149,-197.578125
-0.5762826089723738,91.25
-0.5757935556635987,-91.30078125
-0.5753045023548236,-84.1953125
-0.5748154490460484,44.375
-0.5743263957372733,302.65234375
-0.5738373424284982,-58.28515625
-0.573348289119723,-509.73046875
-0.5728592358109479,-287.46875
-0.5723701825021728,-812.13671875
-0.5718811291933976,92.40234375
-0.5713920758846225,-185.53515625
-0.5709030225758474,226.03125
-0.5704139692670722,-14.01171875
-0.5699249159582971,-315.08984375
-0.569435862649522,-256.08203125
-0.5689468093407468,-195.3046875
-0.5684577560319717,208.23828125
-0.5679687027231966,160.33203125
-0.5674796494144214,-318.47265625
-0.5669905961056463,-173.54296875
-0.5665015427968711,-93.27734375
-0.566012489488096,338.30859375
-0.5655234361793209,-249.734375
-0.5650343828705457,-418.46875
-0.5645453295617706,-85.0625
-0.5640562762529955,109.875
-0.5635672229442203,154.65234375
-0.5630781696354452,-220.69921875
-0.5625891163266701,-232.9296875
-0.562100063017895,-173.07421875
-0.5616110097091198,99.03125
-0.5611219564003447,91.9609375
-0.5606329030915695,-196.671875
-0.5601438497827944,240.57421875
-0.5596547964740193,281.6015625
-0.5591657431652441,-453.953125
-0.558676689856469,-91.41015625
-0.5581876365476939,-256.296875
-0.5576985832389187,259.40234375
-0.5572095299301436,169.1328125
-0.5567204766213685,-368.26953125
-0.5562314233125933,-106.3203125
-0.5557423700038182,-412.578125
-0.5552533166950431,-81.546875
-0.5547642633862679,-258.90625
-0.5542752100774928,-485.765625
-0.5537861567687177,418.11328125
-0.5532971034599425,-267.55859375
-0.5528080501511674,183.13671875
-0.5523189968423923,-512.8046875
-0.5518299435336171,20.1015625
-0.551340890224842,281.11328125
-0.5508518369160669,-177.0234375
-0.5503627836072917,134.49609375
-0.5498737302985166,185.625
-0.5493846769897415,-657.890625
-0.5488956236809663,-235.1484375
-0.5484065703721912,-0.06640625
-0.5479175170634161,-577.83203125
-0.5474284637546409,281.078125
-0.5469394104458658,-191.69140625
-0.5464503571370907,103.8671875
-0.5459613038283155,295.1484375
-0.5454722505195404,221.73046875
-0.5449831972107653,-248.7421875
-0.5444941439019901,204.84765625
-0.544005090593215,-750.1875
-0.5435160372844399,-115.3671875
-0.5430269839756647,-64.19140625
-0.5425379306668896,35.13671875
-0.5420488773581145,-276.015625
-0.5415598240493393,-257.73046875
-0.5410707707405642,87.1875
-0.5405817174317891,147.19140625
-0.5400926641230139,328.2421875
-0.5396036108142388,-122.10546875
-0.5391145575054637,-68.9375
-0.5386255041966885,47.671875
-0.5381364508879134,67.44921875
-0.5376473975791383,-353.83984375
-0.5371583442703631,-192.7578125
-0.536669290961588,140.62109375
-0.5361802376528129,142.1015625
-0.5356911843440377,-67.78515625
-0.5352021310352626,-290.08203125
-0.5347130777264875,-301.9296875
-0.5342240244177123,240.953125
-0.5337349711089372,-150.69921875
-0.5332459178001621,158.4375
-0.5327568644913869,79.8359375
-0.5322678111826118,-13.3984375
-0.5317787578738367,97.3671875
-0.5312897045650615,-469.140625
-0.5308006512562864,-615.5859375
-0.5303115979475113,27.89453125
-0.5298225446387361,-251.17578125
-0.529333491329961,59.05859375
-0.5288444380211859,562.96875
-0.5283553847124107,-152.21875
-0.5278663314036356,-1.59375
-0.5273772780948605,-336.69921875
-0.5268882247860853,197.03125
-0.5263991714773102,0.8046875
-0.5259101181685351,-318.69140625
-0.5254210648597599,124.75390625
-0.5249320115509848,-255.0234375
-0.5244429582422097,-70.4453125
-0.5239539049334345,-659.23828125
-0.5234648516246594,189.80078125
-0.5229757983158843,-239.01171875
-0.5224867450071091,-75.33203125
-0.521997691698334,195.46875
-0.5215086383895589,-353.61328125
-0.5210195850807837,136.76171875
-0.5205305317720086,-606.4375
-0.5200414784632335,-164.9453125
-0.5195524251544583,-489.125
-0.5190633718456832,-389.171875
-0.518574318536908,-671.18359375
-0.5180852652281329,-212.69140625
-0.5175962119193578,358.0859375
-0.5171071586105827,-302.3046875
-0.5166181053018075,56.23828125
-0.5161290519930324,-0.8046875
-0.5156399986842573,-4.2265625
-0.5151509453754821,-531.70703125
-0.514661892066707,-367.09375
-0.5141728387579318,-107.33984375
-0.5136837854491567,-361.06640625
-0.5131947321403816,36.16796875
-0.5127056788316064,-386.96484375
-0.5122166255228313,228.23828125
-0.5117275722140562,-179.03515625
-0.511238518905281,120.34765625
-0.5107494655965059,-452.1328125
-0.5102604122877308,18.95703125
-0.5097713589789556,-140.06640625
-0.5092823056701805,121.66015625
-0.5087932523614054,63.78515625
-0.5083041990526302,-241.48828125
-0.5078151457438551,-378.34765625
-0.50732609243508,14.4921875
-0.5068370391263048,89.61328125
-0.5063479858175297,-34.9453125
-0.5058589325087546,74.515625
-0.5053698791999794,-234.75390625
-0.5048808258912043,30.91796875
-0.5043917725824292,122.6484375
-0.503902719273654,153.17578125
-0.5034136659648789,-167.38671875
-0.5029246126561038,-367.2578125
-0.5024355593473286,-180.24609375
-0.5019465060385535,-449.76953125
-0.5014574527297784,103.41796875
-0.5009683994210032,-85.48046875
-0.5004793461122281,-302.76953125
-0.499990292803453,-65.03125
-0.49950123949467784,-32.21875
-0.4990121861859027,320.09765625
-0.4985231328771276,-434.125
-0.49803407956835244,-268.828125
-0.4975450262595773,-241.97265625
-0.49705597295080217,-286.1640625
-0.49656691964202704,-239.7734375
-0.4960778663332519,-167.19921875
-0.49558881302447677,-53.4375
-0.49509975971570164,-91.50390625
-0.4946107064069265,-536.46875
-0.49412165309815137,274.98828125
-0.49363259978937624,-630.15625
-0.4931435464806011,-569.96875
-0.49265449317182597,-121.82421875
-0.49216543986305084,-217.01953125
-0.4916763865542757,119.37109375
-0.49118733324550057,109.85546875
-0.49069827993672543,-210.671875
-0.4902092266279503,-581.15234375
-0.48972017331917517,-370.33203125
-0.48923112001040003,-2.7734375
-0.4887420667016249,164.37890625
-0.48825301339284977,304.35546875
-0.48776396008407463,-118.98828125
-0.4872749067752995,-349.30078125
-0.48678585346652437,-545.16796875
-0.48629680015774923,-82.3125
-0.4858077468489741,-627.9765625
-0.48531869354019896,-263.40234375
-0.48482964023142383,-202.6484375
-0.4843405869226487,-217.81640625
-0.48385153361387356,-692.08984375
-0.48336248030509843,-70.90234375
-0.4828734269963233,-336.19140625
-0.48238437368754816,-365.72265625
-0.48189532037877303,-349.00390625
-0.4814062670699979,-104.10546875
-0.48091721376122276,-258.0
-0.48042816045244763,-91.55078125
-0.4799391071436725,-74.6953125
-0.47945005383489736,-185.02734375
-0.4789610005261222,-282.78515625
-0.4784719472173471,-378.9296875
-0.47798289390857196,-302.50390625
-0.4774938405997968,-208.3203125
-0.4770047872910217,-728.8203125
-0.47651573398224656,-102.5390625
-0.4760266806734714,285.43359375
-0.4755376273646963,-427.03125
-0.47504857405592116,-378.4375
-0.474559520747146,127.89453125
-0.4740704674383709,210.97265625
-0.47358141412959576,290.48828125
-0.4730923608208206,-39.6796875
-0.4726033075120455,78.23828125
-0.47211425420327036,-353.42578125
-0.4716252008944952,-192.265625
-0.4711361475857201,-316.08984375
-0.47064709427694496,-273.734375
-0.4701580409681698,174.875
-0.4696689876593947,331.80078125
-0.46917993435061955,-285.6796875
-0.4686908810418444,-49.953125
-0.4682018277330693,-173.22265625
-0.46771277442429415,344.8203125
-0.467223721115519,-122.51953125
-0.4667346678067439,139.44921875
-0.46624561449796875,-255.37109375
-0.4657565611891936,32.14453125
-0.4652675078804185,-162.34765625
-0.46477845457164335,-136.84765625
-0.4642894012628682,-52.10546875
-0.4638003479540931,-187.90625
-0.46331129464531795,-105.8671875
-0.4628222413365428,-365.55078125
-0.4623331880277677,40.96484375
-0.46184413471899255,-159.97265625
-0.4613550814102174,89.7109375
-0.4608660281014423,-103.3359375
-0.46037697479266715,-311.6015625
-0.459887921483892,225.4375
-0.4593988681751169,-314.453125
-0.45890981486634175,118.54296875
-0.4584207615575666,444.40625
-0.4579317082487915,-321.27734375
-0.45744265494001635,-759.96875
-0.4569536016312412,-592.859375
-0.4564645483224661,-36.49609375
-0.45597549501369095,-128.25390625
-0.4554864417049158,-38.8046875
-0.4549973883961407,-195.04296875
-0.45450833508736554,-14.58203125
-0.4540192817785904,142.17578125
-0.4535302284698153,-616.3125
-0.45304117516104014,-228.359375
-0.452552121852265,-344.47265625
-0.4520630685434899,-312.88671875
-0.45157401523471474,-365.8515625
-0.4510849619259396,-244.75390625
-0.4505959086171645,7.328125
-0.45010685530838934,-193.890625
-0.4496178019996142,285.4296875
-0.4491287486908391,-338.4375
-0.44863969538206394,-317.57421875
-0.4481506420732888,659.24609375
-0.4476615887645137,306.546875
-0.44717253545573854,-325.3984375
-0.4466834821469634,-318.22265625
-0.4461944288381883,-92.52734375
-0.44570537552941314,303.8671875
-0.445216322220638,-107.09375
-0.44472726891186287,-401.140625
-0.44423821560308774,153.5859375
-0.4437491622943126,73.3359375
-0.44326010898553747,23.94921875
-0.44277105567676234,5.1875
-0.4422820023679872,166.5703125
-0.44179294905921207,135.48828125
-0.44130389575043694,-298.94140625
-0.4408148424416618,189.015625
-0.44032578913288667,-458.7890625
-0.43983673582411154,-292.16015625
-0.4393476825153364,42.22265625
-0.43885862920656127,176.140625
-0.43836957589778613,-237.69140625
-0.437880522589011,102.98046875
-0.43739146928023587,-287.41796875
-0.43690241597146073,-469.66796875
-0.4364133626626856,-474.7421875
-0.43592430935391047,-323.25390625
-0.43543525604513533,373.66015625
-0.4349462027363602,-459.60546875
-0.43445714942758507,-237.8046875
-0.43396809611880993,16.2421875
-0.4334790428100348,266.1953125
-0.43298998950125966,553.59375
-0.43250093619248453,-266.21875
-0.4320118828837094,-116.9921875
-0.43152282957493426,-578.94921875
-0.43103377626615913,92.59375
-0.430544722957384,340.9140625
-0.43005566964860886,-182.88671875
-0.42956661633983373,-525.18359375
-0.4290775630310586,311.21484375
-0.42858850972228346,0.84765625
-0.42809945641350833,-190.15625
-0.4276104031047332,-23.35546875
-0.42712134979595806,289.69921875
-0.4266322964871829,-19.67578125
-0.4261432431784078,41.08984375
-0.42565418986963266,-244.86328125
-0.4251651365608575,-6.0078125
-0.4246760832520824,-190.046875
-0.42418702994330726,592.23828125
-0.4236979766345321,-139.21484375
-0.423208923325757,152.4140625
-0.42271987001698186,-28.41015625
-0.4222308167082067,-424.7578125
-0.4217417633994316,-190.6953125
-0.42125271009065646,-552.5703125
-0.4207636567818813,27.58203125
-0.4202746034731062,-81.6484375
-0.41978555016433106,-258.3671875
-0.4192964968555559,206.34765625
-0.4188074435467808,-453.98046875
-0.41831839023800566,13.8359375
-0.4178293369292305,-235.140625
-0.4173402836204554,-489.96484375
-0.41685123031168025,-47.97265625
-0.4163621770029051,-277.41015625
-0.41587312369413,-535.87109375
-0.41538407038535485,-152.1171875
-0.4148950170765797,-58.59765625
-0.4144059637678046,-283.52734375
-0.41391691045902945,-402.1171875
-0.4134278571502543,-33.09375
-0.4129388038414792,436.25
-0.41244975053270405,-160.3203125
-0.4119606972239289,-377.86328125
-0.4114716439151538,-382.58984375
-0.41098259060637865,-419.19921875
-0.4104935372976035,-96.31640625
-0.4100044839888284,-147.87890625
-0.40951543068005325,93.19140625
-0.4090263773712781,-334.1875
-0.408537324062503,-158.1171875
-0.40804827075372785,-61.49609375
-0.4075592174449527,-137.375
-0.4070701641361776,-447.89453125
-0.40658111082740245,-20.91796875
-0.4060920575186273,-108.20703125
-0.4056030042098522,-181.87890625
-0.40511395090107705,424.83984375
-0.4046248975923019,-89.359375
-0.4041358442835268,-566.88671875
-0.40364679097475165,-244.1796875
-0.4031577376659765,-93.484375
-0.4026686843572014,-69.4375
-0.40217963104842624,-51.4375
-0.4016905777396511,121.84375
-0.401201524430876,-213.69921875
-0.40071247112210084,-165.94921875
-0.4002234178133257,0.91796875
-0.3997343645045506,-1012.77734375
-0.39924531119577544,-158.24609375
-0.3987562578870003,147.0703125
-0.3982672045782252,17.5625
-0.39777815126945004,239.90625
-0.3972890979606749,-418.046875
-0.3968000446518998,-165.640625
-0.39631099134312464,106.04296875
-0.3958219380343495,-412.765625
-0.3953328847255744,113.3515625
-0.39484383141679924,106.67578125
-0.3943547781080241,199.54296875
-0.393865724799249,-235.86328125
-0.39337667149047384,-13.32421875
-0.3928876181816987,2.578125
-0.39239856487292357,-96.49609375
-0.39190951156414844,-265.23828125
-0.3914204582553733,-537.38671875
-0.39093140494659817,-352.29296875
-0.39044235163782304,-48.0390625
-0.3899532983290479,-321.38671875
-0.38946424502027277,-130.06640625
-0.38897519171149764,-365.39453125
-0.3884861384027225,-402.5390625
-0.38799708509394737,-101.9765625
-0.38750803178517224,-242.15234375
-0.3870189784763971,-38.234375
-0.38652992516762197,238.1953125
-0.38604087185884683,366.43359375
-0.3855518185500717,-113.5859375
-0.38506276524129657,43.86328125
-0.38457371193252143,213.7265625
-0.3840846586237463,287.09765625
-0.38359560531497117,131.8671875
-0.38310655200619603,-249.3203125
-0.3826174986974209,-361.734375
-0.38212844538864577,60.08203125
-0.38163939207987063,250.51953125
-0.3811503387710955,-2.88671875
-0.38066128546232036,-123.765625
-0.38017223215354523,55.62890625
-0.3796831788447701,-96.33203125
-0.37919412553599496,-252.01953125
-0.37870507222721983,-96.74609375
-0.3782160189184447,2.953125
-0.37772696560966956,66.6015625
-0.37723791230089443,353.02734375
-0.3767488589921193,-400.8828125
-0.37625980568334416,-26.03515625
-0.37577075237456903,281.21484375
-0.3752816990657939,-161.6640625
-0.37479264575701876,-11.53515625
-0.3743035924482436,-155.140625
-0.3738145391394685,341.3984375
-0.37332548583069336,198.984375
-0.3728364325219182,401.3203125
-0.3723473792131431,152.2265625
-0.37185832590436796,284.6796875
-0.3713692725955928,429.64453125
-0.3708802192868177,-242.71875
-0.37039116597804256,-346.703125
-0.3699021126692674,-433.31640625
-0.3694130593604923,-449.16796875
-0.36892400605171716,184.0234375
-0.368434952742942,203.7421875
-0.3679458994341669,-80.45703125
-0.36745684612539176,126.63671875
-0.3669677928166166,-359.15234375
-0.3664787395078415,-752.6953125
-0.36598968619906636,197.40625
-0.3655006328902912,-225.71484375
-0.3650115795815161,-65.12109375
-0.36452252627274095,-57.25390625
-0.3640334729639658,-1198.5234375
-0.3635444196551907,-270.42578125
-0.36305536634641555,418.7265625
-0.3625663130376404,392.00390625
-0.3620772597288653,149.9765625
-0.36158820642009015,573.84375
-0.361099153111315,-34.10546875
-0.3606100998025399,321.87109375
-0.36012104649376475,-231.55859375
-0.3596319931849896,-516.95703125
-0.3591429398762145,421.6328125
-0.35865388656743935,-569.671875
-0.3581648332586642,-306.65234375
-0.3576757799498891,-315.3671875
-0.35718672664111395,279.37109375
-0.3566976733323388,62.73046875
-0.3562086200235637,-287.16015625
-0.35571956671478855,72.96484375
-0.3552305134060134,255.90234375
-0.3547414600972383,89.07421875
-0.35425240678846315,45.91015625
-0.353763353479688,-217.22265625
-0.3532743001709129,-212.3828125
-0.35278524686213775,69.6015625
-0.3522961935533626,-401.01171875
-0.3518071402445875,-321.4140625
-0.35131808693581235,-15.55078125
-0.3508290336270372,-46.40625
-0.3503399803182621,-415.515625
-0.34985092700948694,326.55859375
-0.3493618737007118,50.1328125
-0.3488728203919367,106.88671875
-0.34838376708316154,225.7421875
-0.3478947137743864,-122.765625
-0.3474056604656113,210.86328125
-0.34691660715683614,22.19140625
-0.346427553848061,-209.1171875
-0.3459385005392859,-520.85546875
-0.34544944723051074,46.67578125
-0.3449603939217356,142.54296875
-0.3444713406129605,-32.73828125
-0.34398228730418534,-385.4453125
-0.3434932339954102,-156.98828125
-0.3430041806866351,-715.50390625
-0.34251512737785994,-524.2109375
-0.3420260740690848,-146.55078125
-0.3415370207603097,-247.8671875
-0.34104796745153454,-135.46484375
-0.3405589141427594,-292.671875
-0.34006986083398427,-287.8125
-0.33958080752520914,-263.2421875
-0.339091754216434,-363.01953125
-0.33860270090765887,-474.29296875
-0.33811364759888374,-435.53125
-0.3376245942901086,224.12890625
-0.33713554098133347,-87.3046875
-0.33664648767255834,-189.75390625
-0.3361574343637832,198.94140625
-0.33566838105500807,67.62890625
-0.33517932774623294,-120.58203125
-0.3346902744374578,-46.54296875
-0.33420122112868267,-121.62109375
-0.33371216781990753,-53.6015625
-0.3332231145111324,-475.92578125
-0.33273406120235727,-240.359375
-0.33224500789358213,-39.41796875
-0.331755954584807,152.08203125
-0.33126690127603187,-145.0625
-0.33077784796725673,-383.26953125
-0.3302887946584816,-70.8046875
-0.32979974134970647,4.7421875
-0.32931068804093133,-563.82421875
-0.3288216347321562,161.34375
-0.32833258142338106,-56.91015625
-0.32784352811460593,32.0625
-0.3273544748058308,185.828125
-0.32686542149705566,54.5703125
-0.32637636818828053,-155.359375
-0.3258873148795054,-327.05859375
-0.32539826157073026,341.6015625
-0.32490920826195513,290.453125
-0.32442015495318,452.265625
-0.32393110164440486,27.390625
-0.32344204833562973,-227.8125
-0.3229529950268546,-129.12890625
-0.32246394171807946,-150.921875
-0.3219748884093043,201.28515625
-0.3214858351005292,-27.82421875
-0.32099678179175406,-669.69140625
-0.3205077284829789,-472.3515625
-0.3200186751742038,-578.67578125
-0.31952962186542866,-330.0390625
-0.3190405685566535,-16.65625
-0.3185515152478784,-59.91796875
-0.31806246193910326,-510.203125
-0.3175734086303281,-60.203125
-0.317084355321553,270.5390625
-0.31659530201277786,-231.85546875
-0.3161062487040027,-10.21484375
-0.3156171953952276,289.421875
-0.31512814208645246,-201.48828125
-0.3146390887776773,48.94140625
-0.3141500354689022,-59.82421875
-0.31366098216012706,190.08203125
-0.3131719288513519,183.046875
-0.3126828755425768,138.59375
-0.31219382223380165,106.66796875
-0.3117047689250265,62.3515625
-0.3112157156162514,123.078125
-0.31072666230747625,320.60546875
-0.3102376089987011,69.5625
-0.309748555689926,-1027.8515625
-0.30925950238115085,-272.203125
-0.3087704490723757,-38.94921875
-0.3082813957636006,-245.7109375
-0.30779234245482545,-299.22265625
-0.3073032891460503,-562.61328125
-0.3068142358372752,286.28125
-0.30632518252850005,-50.75390625
-0.3058361292197249,-128.609375
-0.3053470759109498,-572.13671875
-0.30485802260217465,95.25
-0.3043689692933995,-227.51953125
-0.3038799159846244,-11.1328125
-0.30339086267584925,-176.08984375
-0.3029018093670741,-58.671875
-0.302412756058299,-217.578125
-0.30192370274952385,-84.56640625
-0.3014346494407487,-366.76171875
-0.3009455961319736,-127.625
-0.30045654282319845,-503.33203125
-0.2999674895144233,-147.859375
-0.2994784362056482,-277.38671875
-0.29898938289687305,-247.15234375
-0.2985003295880979,-90.44140625
